id;nom;metier;ville;sud_est;taille;groupe;derniere_commande;jours_depuis_derniere_commande;panier_moyen_eur;commandes_12_mois;clients_finaux;a_achete_tshirts_ete_2025;clientele_exposee;opposition_prospection;dans_la_cible
R1839;Broderie Jonquille Marseille;brodeur;Marseille;oui;moyen;dormant;2025-09-13;261;671;33;"festivals ; entreprises";oui;oui;non;non
R1840;Atelier Pixel Bruxelles;sérigraphe;Bruxelles;non;petit;actif;2026-05-31;1;204;45;"collectivités ; brasseries et bars";oui;oui;non;non
R1841;Séri'Lumière Reims;sérigraphe;Reims;non;grand;dormant;2025-08-18;287;1527;28;"collectivités ; clubs sportifs";oui;oui;non;non
R1842;Sérigraphie Garonne Vannes;sérigraphe;Vannes;non;moyen;actif;2026-05-26;6;778;97;"clubs sportifs ; entreprises";oui;oui;non;non
R1843;Brod'Alizé Saint-Étienne;brodeur;Saint-Étienne;oui;petit;dormant;2025-10-15;229;374;15;"entreprises ; associations";oui;non;non;non
R1844;Collectif Ocre Toulouse;agence;Toulouse;non;grand;dormant;2025-08-23;282;1397;35;"brasseries et bars ; associations";oui;oui;non;non
R1845;Imprim'Vertigo Bruxelles;sérigraphe;Bruxelles;non;petit;actif;2026-05-28;4;195;37;"clubs sportifs ; festivals";oui;oui;non;non
R1846;Maison Zinc Rennes;brodeur;Rennes;non;petit;actif;2026-05-30;2;292;55;"brasseries et bars ; collectivités";oui;oui;non;non
R1847;Studio Atlantique Clermont-Ferrand;agence;Clermont-Ferrand;non;moyen;actif;2026-05-30;2;569;87;"clubs sportifs ; collectivités";oui;oui;non;non
R1848;Collectif Loire Nantes;agence;Nantes;non;petit;dormant;2025-08-22;283;457;8;"collectivités ; clubs sportifs";oui;oui;non;non
R1849;Impression Pixel;imprimeur;Avignon;oui;grand;actif;2026-05-31;1;952;190;"brasseries et bars ; festivals";oui;oui;non;oui
R1850;Imprim'Ypréau Annecy;sérigraphe;Annecy;oui;petit;dormant;2025-09-24;250;279;14;"collectivités ; festivals";oui;oui;non;non
R1851;Studio Atlantique La Rochelle;agence;La Rochelle;non;moyen;dormant;2026-03-07;86;517;61;"clubs sportifs ; brasseries et bars";oui;oui;non;non
R1852;Brod'Atlantique;brodeur;Lyon;oui;petit;dormant;2025-12-05;178;322;29;"collectivités ; associations";oui;non;non;non
R1853;Les Fils d'Deux Rives La Rochelle;brodeur;La Rochelle;non;petit;actif;2026-05-26;6;213;48;"collectivités ; entreprises";non;non;non;non
R1854;Sérigraphie Ocre Nancy;sérigraphe;Nancy;non;moyen;dormant;2025-11-18;195;482;42;"clubs sportifs ; collectivités";oui;oui;non;non
R1855;Atelier Pastel Liège;agence;Liège;non;grand;dormant;2025-07-27;309;1240;33;"entreprises ; associations";oui;non;non;non
R1856;Point Zénith Pau;brodeur;Pau;non;petit;actif;2026-05-31;1;225;44;"entreprises ; brasseries et bars";oui;oui;non;non
R1857;Sérigraphie Horizon Rennes;sérigraphe;Rennes;non;moyen;actif;2026-05-31;1;560;97;"festivals ; clubs sportifs";oui;oui;non;non
R1858;Studio Atlantique Lyon;agence;Lyon;oui;petit;actif;2026-05-28;4;325;31;"festivals ; collectivités";oui;oui;non;non
R1859;Séri'Vertigo Nantes;sérigraphe;Nantes;non;moyen;actif;2026-05-29;3;900;63;"brasseries et bars ; festivals";oui;oui;non;non
R1860;Séri'Grand Angle Chambéry;sérigraphe;Chambéry;oui;moyen;actif;2026-05-27;5;888;100;"clubs sportifs ; entreprises";oui;oui;non;non
R1861;Imprim'Zinc Caen;sérigraphe;Caen;non;petit;dormant;2025-08-17;288;221;3;"clubs sportifs ; collectivités";oui;oui;non;non
R1862;Broderie Loire;brodeur;Namur;non;petit;dormant;2025-11-06;207;192;17;"collectivités ; associations";oui;non;non;non
R1863;Studio Origami Troyes;sérigraphe;Troyes;non;moyen;actif;2026-05-31;1;476;120;"brasseries et bars ; associations";oui;oui;non;non
R1864;Séri'Tandem Bruxelles;sérigraphe;Bruxelles;non;petit;actif;2026-05-26;6;164;45;"associations ; festivals";oui;oui;non;non
R1865;Marquage Cyan Strasbourg;sérigraphe;Strasbourg;non;moyen;dormant;2025-08-29;276;814;20;"clubs sportifs ; brasseries et bars";oui;oui;non;non
R1866;Marquage Lumière Annecy;sérigraphe;Annecy;oui;petit;actif;2026-05-27;5;343;35;"brasseries et bars ; festivals";oui;oui;non;non
R1867;Atelier Sud Toulouse;sérigraphe;Toulouse;non;petit;dormant;2025-08-11;294;179;10;"clubs sportifs ; entreprises";non;oui;non;non
R1868;Atelier Calanque Milan;brodeur;Milan;non;petit;dormant;2025-09-18;256;267;13;"entreprises ; clubs sportifs";oui;oui;non;non
R1869;Broderie Ardoise;brodeur;Namur;non;petit;dormant;2025-11-23;190;357;16;"associations ; festivals";oui;oui;non;non
R1870;Les Fils d'Faubourg Nîmes;brodeur;Nîmes;oui;petit;dormant;2026-03-04;89;234;48;"brasseries et bars ; collectivités";oui;oui;non;non
R1871;Sérigraphie Basalte Namur;sérigraphe;Namur;non;grand;dormant;2025-08-03;302;1070;39;"entreprises ; brasseries et bars";oui;oui;non;non
R1872;Textiprint Horizon Avignon;imprimeur;Avignon;oui;petit;actif;2026-05-15;17;298;30;"festivals ; brasseries et bars";oui;oui;non;non
R1873;Imprim'Solstice Pau;sérigraphe;Pau;non;moyen;dormant;2025-07-05;331;677;11;"collectivités ; entreprises";oui;non;non;non
R1874;Marquage Granit Limoges;sérigraphe;Limoges;non;petit;actif;2026-05-25;7;344;58;"associations ; entreprises";oui;non;non;non
R1875;Imprimerie Cap Ouest;imprimeur;Poitiers;non;petit;dormant;2026-02-10;111;172;29;"associations ; collectivités";oui;non;non;non
R1876;Atelier Perspective Barcelone;agence;Barcelone;non;petit;actif;2026-05-25;7;175;35;"brasseries et bars ; collectivités";oui;oui;non;non
R1877;Sérigraphie Tramontane Grenoble;sérigraphe;Grenoble;oui;moyen;actif;2026-05-20;12;764;98;"associations ; festivals";oui;oui;non;non
R1878;Sérigraphie Lumière Valence;sérigraphe;Valence;oui;moyen;dormant;2025-10-26;218;705;23;"entreprises ; collectivités";oui;non;oui;non
R1879;Studio Ocre Caen;agence;Caen;non;petit;actif;2026-05-27;5;310;51;"associations ; festivals";oui;oui;non;non
R1880;Broderie Horizon Annecy;brodeur;Annecy;oui;moyen;dormant;2026-02-11;110;724;49;"festivals ; entreprises";oui;oui;non;non
R1881;Brod'Nacre;brodeur;Tours;non;petit;dormant;2025-12-11;172;203;16;"entreprises ; brasseries et bars";non;oui;non;non
R1882;Atelier Zénith Pau;brodeur;Pau;non;petit;actif;2026-05-29;3;232;59;"brasseries et bars ; collectivités";oui;oui;oui;non
R1883;Studio Kaolin Barcelone;sérigraphe;Barcelone;non;petit;actif;2026-05-27;5;188;34;"clubs sportifs ; entreprises";oui;oui;non;non
R1884;Point Perspective Annecy;brodeur;Annecy;oui;moyen;actif;2026-05-22;10;692;96;"associations ; collectivités";oui;non;non;non
R1885;Brod'Horizon;brodeur;Liège;non;moyen;actif;2026-05-31;1;941;61;"clubs sportifs ; collectivités";oui;oui;non;non
R1886;Studio Amarante Barcelone;agence;Barcelone;non;petit;dormant;2026-02-16;105;349;32;"associations ; festivals";oui;oui;non;non
R1887;Atelier Quai Nîmes;brodeur;Nîmes;oui;petit;dormant;2025-07-24;312;196;12;"festivals ; entreprises";oui;oui;non;non
R1888;Atelier Amarante Caen;sérigraphe;Caen;non;moyen;actif;2026-05-27;5;901;80;"associations ; brasseries et bars";oui;oui;non;non
R1889;Collectif Ubac Strasbourg;agence;Strasbourg;non;petit;dormant;2025-08-19;286;258;8;"brasseries et bars ; festivals";oui;oui;non;non
R1890;Sérigraphie Tandem Le Mans;sérigraphe;Le Mans;non;petit;actif;2026-05-23;9;365;34;"festivals ; brasseries et bars";oui;oui;non;non
R1891;Séri'Tandem Dijon;sérigraphe;Dijon;non;moyen;dormant;2026-03-05;88;515;80;"associations ; festivals";oui;oui;oui;non
R1892;Maison Pixel Chambéry;brodeur;Chambéry;oui;moyen;dormant;2025-11-02;211;623;41;"clubs sportifs ; collectivités";oui;oui;non;non
R1893;Imprim'Basalte Clermont-Ferrand;sérigraphe;Clermont-Ferrand;non;petit;actif;2026-05-27;5;172;51;"associations ; entreprises";oui;non;non;non
R1894;Studio Alizé Liège;sérigraphe;Liège;non;petit;actif;2026-05-15;17;243;35;"festivals ; brasseries et bars";oui;oui;non;non
R1895;Marquage Perspective Barcelone;sérigraphe;Barcelone;non;grand;actif;2026-05-31;1;1026;151;"festivals ; clubs sportifs";oui;oui;oui;non
R1896;Atelier Bleu Marine Lausanne;agence;Lausanne;oui;petit;dormant;2025-06-30;336;192;3;"collectivités ; entreprises";non;non;non;non
R1897;Impression Quai;imprimeur;Dijon;non;moyen;dormant;2025-12-19;164;542;63;"entreprises ; brasseries et bars";oui;oui;non;non
R1898;Atelier Solstice Besançon;sérigraphe;Besançon;non;petit;actif;2026-05-22;10;348;53;"collectivités ; associations";oui;non;non;non
R1899;Sérigraphie Ricochet Milan;sérigraphe;Milan;non;petit;dormant;2025-09-20;254;198;14;"festivals ; brasseries et bars";oui;oui;non;non
R1900;Sérigraphie du Lac Montpellier;sérigraphe;Montpellier;oui;petit;dormant;2025-07-03;333;324;5;"collectivités ; festivals";oui;oui;non;non
R1901;Atelier Ocre Genève;agence;Genève;oui;grand;actif;2026-05-29;3;1064;219;"festivals ; brasseries et bars";oui;oui;non;oui
R1902;Point Estuaire;brodeur;Clermont-Ferrand;non;petit;dormant;2026-01-23;129;410;28;"clubs sportifs ; entreprises";oui;oui;non;non
R1903;Agence Sarment;agence;Toulouse;non;moyen;actif;2026-05-26;6;809;85;"clubs sportifs ; brasseries et bars";oui;oui;non;non
R1904;Imprim'Boréal Clermont-Ferrand;sérigraphe;Clermont-Ferrand;non;petit;actif;2026-05-31;1;185;47;"festivals ; clubs sportifs";oui;oui;non;non
R1905;Studio Deux Rives Milan;sérigraphe;Milan;non;moyen;actif;2026-05-30;2;721;71;"clubs sportifs ; brasseries et bars";oui;oui;oui;non
R1906;Marquage Ubac Le Mans;sérigraphe;Le Mans;non;moyen;actif;2026-05-30;2;839;80;"clubs sportifs ; brasseries et bars";oui;oui;non;non
R1907;Broderie Calanque Bruxelles;brodeur;Bruxelles;non;petit;actif;2026-05-18;14;298;47;"entreprises ; collectivités";oui;non;non;non
R1908;Atelier Sarment Béziers;sérigraphe;Béziers;non;moyen;actif;2026-05-09;23;885;63;"collectivités ; brasseries et bars";oui;oui;non;non
R1909;Studio Vertigo Milan;agence;Milan;non;moyen;actif;2026-05-28;4;854;60;"brasseries et bars ; associations";oui;oui;non;non
R1910;Point Quai Albi;brodeur;Albi;non;moyen;actif;2026-05-23;9;487;74;"brasseries et bars ; collectivités";oui;oui;non;non
R1911;Sérigraphie Éclat Amiens;sérigraphe;Amiens;non;petit;dormant;2025-09-30;244;378;16;"brasseries et bars ; associations";oui;oui;non;non
R1912;Studio Basalte Le Mans;sérigraphe;Le Mans;non;petit;dormant;2025-09-06;268;310;20;"associations ; brasseries et bars";oui;oui;non;non
R1913;Studio Origami Le Mans;agence;Le Mans;non;petit;dormant;2025-07-04;332;168;4;"entreprises ; festivals";non;oui;non;non
R1914;Séri'Loire Barcelone;sérigraphe;Barcelone;non;moyen;dormant;2025-09-20;254;603;27;"collectivités ; festivals";oui;oui;non;non
R1915;Imprim'Horizon Albi;sérigraphe;Albi;non;petit;dormant;2026-02-20;101;235;25;"collectivités ; entreprises";oui;non;non;non
R1916;Imprim'Indigo Valence;sérigraphe;Valence;oui;moyen;actif;2026-05-29;3;485;75;"associations ; brasseries et bars";oui;oui;non;non
R1917;Studio Vauban Nîmes;sérigraphe;Nîmes;oui;petit;dormant;2026-03-24;69;300;43;"associations ; festivals";oui;oui;non;non
R1918;Maison Kaolin Nancy;brodeur;Nancy;non;petit;actif;2026-05-31;1;233;43;"festivals ; associations";oui;oui;non;non
R1919;Broderie Vermeil Barcelone;brodeur;Barcelone;non;moyen;actif;2026-05-27;5;931;109;"festivals ; collectivités";oui;oui;non;non
R1920;Atelier Nord Caen;sérigraphe;Caen;non;moyen;dormant;2025-07-25;311;631;14;"associations ; entreprises";oui;non;non;non
R1921;Atelier Pixel Quimper;agence;Quimper;non;petit;dormant;2025-08-14;291;167;5;"entreprises ; collectivités";non;non;non;non
R1922;Marquage Jonquille Albi;sérigraphe;Albi;non;petit;dormant;2026-02-28;93;230;27;"brasseries et bars ; festivals";oui;oui;non;non
R1923;Imprim'Hélice Albi;sérigraphe;Albi;non;petit;actif;2026-05-31;1;421;37;"brasseries et bars ; clubs sportifs";non;oui;non;non
R1924;Point Lumière Béziers;brodeur;Béziers;non;moyen;dormant;2025-12-09;174;596;49;"festivals ; entreprises";oui;oui;non;non
R1925;Broderie Ocre;brodeur;Mulhouse;non;petit;dormant;2025-08-25;280;350;19;"clubs sportifs ; brasseries et bars";oui;oui;non;non
R1926;Agence Cardinal Liège;agence;Liège;non;moyen;actif;2026-05-25;7;580;89;"entreprises ; associations";oui;non;non;non
R1927;Sérigraphie Nord Lyon;sérigraphe;Lyon;oui;petit;actif;2026-05-24;8;403;53;"entreprises ; collectivités";oui;non;non;non
R1928;Imprim'Horizon Marseille;sérigraphe;Marseille;oui;moyen;dormant;2025-07-28;308;678;9;"associations ; entreprises";oui;non;non;non
R1929;Atelier des Volcans Quimper;sérigraphe;Quimper;non;petit;dormant;2025-08-16;289;462;6;"clubs sportifs ; brasseries et bars";non;oui;non;non
R1930;Agence Granit La Rochelle;agence;La Rochelle;non;moyen;dormant;2025-08-20;285;848;26;"brasseries et bars ; entreprises";oui;oui;non;non
R1931;Maison Vauban La Rochelle;brodeur;La Rochelle;non;grand;dormant;2026-03-18;75;1297;147;"collectivités ; festivals";oui;oui;non;oui
R1932;Point Éclat Turin;brodeur;Turin;oui;petit;actif;2026-05-24;8;275;50;"entreprises ; brasseries et bars";oui;oui;non;non
R1933;Agence Jonquille Le Mans;agence;Le Mans;non;moyen;dormant;2026-02-28;93;622;62;"entreprises ; brasseries et bars";oui;oui;non;non
R1934;Brod'Vauban;brodeur;Vannes;non;petit;actif;2026-05-10;22;162;38;"collectivités ; festivals";oui;oui;non;non
R1935;Atelier Sud Lausanne;agence;Lausanne;oui;petit;actif;2026-05-28;4;356;52;"clubs sportifs ; associations";oui;oui;non;non
R1936;Print Basalte Besançon;imprimeur;Besançon;non;petit;actif;2026-05-20;12;381;50;"brasseries et bars ; associations";oui;oui;non;non
R1937;Séri'Origami Lille;sérigraphe;Lille;non;petit;actif;2026-05-31;1;385;58;"collectivités ; associations";oui;non;non;non
R1938;Atelier Lumière Caen;sérigraphe;Caen;non;petit;dormant;2025-12-09;174;340;18;"collectivités ; brasseries et bars";oui;oui;non;non
R1939;Imprim'Pastel Orléans;sérigraphe;Orléans;non;moyen;actif;2026-05-25;7;458;103;"associations ; collectivités";oui;non;non;non
R1940;Agence Vauban Grenoble;agence;Grenoble;oui;petit;dormant;2025-07-18;318;282;10;"clubs sportifs ; brasseries et bars";oui;oui;non;non
R1941;Studio Cyan Angers;sérigraphe;Angers;non;moyen;dormant;2025-11-28;185;771;46;"collectivités ; associations";oui;non;non;non
R1942;Broderie Pixel Rennes;brodeur;Rennes;non;petit;actif;2026-05-27;5;203;39;"brasseries et bars ; clubs sportifs";oui;oui;non;non
R1943;Brod'Garonne Bordeaux;brodeur;Bordeaux;non;petit;actif;2026-05-27;5;317;53;"entreprises ; associations";oui;non;non;non
R1944;Collectif Nord Quimper;agence;Quimper;non;petit;dormant;2025-11-22;191;355;24;"brasseries et bars ; collectivités";oui;oui;non;non
R1945;Point Loire;brodeur;Bordeaux;non;moyen;dormant;2025-08-23;282;975;21;"collectivités ; associations";oui;non;non;non
R1946;Agence Jonquille Milan;agence;Milan;non;petit;actif;2026-05-31;1;398;59;"festivals ; brasseries et bars";oui;oui;non;non
R1947;Studio Cap Ouest Brest;agence;Brest;non;petit;actif;2026-05-28;4;307;30;"festivals ; clubs sportifs";oui;oui;non;non
R1948;Atelier Alizé Mulhouse;sérigraphe;Mulhouse;non;petit;dormant;2026-01-23;129;385;33;"collectivités ; festivals";oui;oui;non;non
R1949;Séri'Ricochet Le Mans;sérigraphe;Le Mans;non;petit;dormant;2025-08-13;292;180;9;"clubs sportifs ; collectivités";oui;oui;non;non
R1950;Agence Vermeil Lille;agence;Lille;non;moyen;actif;2026-05-30;2;796;65;"associations ; clubs sportifs";oui;oui;non;non
R1951;Marquage Calanque Saint-Étienne;sérigraphe;Saint-Étienne;oui;petit;actif;2026-05-31;1;183;51;"associations ; entreprises";oui;non;non;non
R1952;Atelier Vertigo Nancy;sérigraphe;Nancy;non;moyen;actif;2026-05-28;4;698;111;"festivals ; associations";oui;oui;non;non
R1953;Sérigraphie Vermeil Bordeaux;sérigraphe;Bordeaux;non;moyen;actif;2026-05-30;2;698;119;"entreprises ; collectivités";oui;non;non;non
R1954;Point Ricochet Strasbourg;brodeur;Strasbourg;non;moyen;actif;2026-05-24;8;662;97;"festivals ; associations";oui;oui;non;non
R1955;Broderie Zinc Bilbao;brodeur;Bilbao;non;moyen;actif;2026-05-27;5;849;106;"entreprises ; brasseries et bars";oui;oui;non;non
R1956;Textiprint du Lac;imprimeur;Le Mans;non;petit;dormant;2026-03-08;85;398;27;"brasseries et bars ; entreprises";non;oui;non;non
R1957;Atelier Alizé Clermont-Ferrand;sérigraphe;Clermont-Ferrand;non;petit;dormant;2026-01-30;122;219;24;"festivals ; clubs sportifs";oui;oui;non;non
R1958;Collectif Éclat Avignon;agence;Avignon;oui;petit;dormant;2025-09-23;251;249;13;"clubs sportifs ; associations";oui;oui;non;non
R1959;Maison Horizon;brodeur;Avignon;oui;petit;dormant;2025-09-28;246;227;18;"collectivités ; brasseries et bars";oui;oui;non;non
R1960;Sérigraphie Cardinal Liège;sérigraphe;Liège;non;petit;dormant;2025-10-01;243;285;16;"festivals ; associations";oui;oui;non;non
R1961;Brod'Indigo Liège;brodeur;Liège;non;moyen;actif;2026-05-31;1;823;88;"collectivités ; festivals";oui;oui;non;non
R1962;Broderie Bleu Marine Albi;brodeur;Albi;non;moyen;dormant;2025-09-06;268;554;26;"festivals ; associations";oui;oui;non;non
R1963;Collectif Cardinal;agence;Orléans;non;moyen;dormant;2026-02-09;112;663;52;"entreprises ; associations";oui;non;non;non
R1964;Atelier Zinc Albi;agence;Albi;non;moyen;actif;2026-05-27;5;493;116;"entreprises ; festivals";oui;oui;non;non
R1965;Atelier Ardoise Lyon;brodeur;Lyon;oui;petit;actif;2026-05-31;1;295;49;"festivals ; collectivités";oui;oui;non;non
R1966;Point Quai Liège;brodeur;Liège;non;moyen;dormant;2026-01-01;151;592;44;"associations ; collectivités";oui;non;non;non
R1967;Studio Mistral Toulouse;agence;Toulouse;non;petit;dormant;2025-09-21;253;207;15;"brasseries et bars ; collectivités";oui;oui;non;non
R1968;Textiprint Ubac Brest;imprimeur;Brest;non;petit;actif;2026-05-19;13;206;37;"clubs sportifs ; entreprises";non;oui;non;non
R1969;Marquage Lumière Genève;sérigraphe;Genève;oui;petit;dormant;2025-11-21;192;352;18;"collectivités ; festivals";non;oui;non;non
R1970;Séri'Cap Ouest Lausanne;sérigraphe;Lausanne;oui;petit;dormant;2025-11-25;188;257;25;"clubs sportifs ; collectivités";oui;oui;non;non
R1971;Imprimerie Solstice Dijon;imprimeur;Dijon;non;petit;actif;2026-05-05;27;326;48;"entreprises ; associations";oui;non;non;non
R1972;Atelier Pixel Le Mans;agence;Le Mans;non;grand;actif;2026-05-28;4;1527;199;"entreprises ; brasseries et bars";oui;oui;non;oui
R1973;Textiprint Basalte Nîmes;imprimeur;Nîmes;oui;moyen;dormant;2025-12-22;161;881;69;"festivals ; clubs sportifs";oui;oui;non;non
R1974;Broderie du Lac Valence;brodeur;Valence;oui;petit;dormant;2025-08-09;296;347;12;"clubs sportifs ; collectivités";oui;oui;non;non
R1975;Atelier Trait d'Union Dijon;agence;Dijon;non;petit;actif;2026-05-30;2;433;32;"brasseries et bars ; collectivités";non;oui;non;non
R1976;Atelier Quai Montpellier;sérigraphe;Montpellier;oui;petit;actif;2026-05-16;16;312;45;"associations ; festivals";oui;oui;non;non
R1977;Studio Sud Lyon;agence;Lyon;oui;petit;dormant;2025-10-31;213;183;17;"entreprises ; associations";oui;non;non;non
R1978;Studio Rhône Liège;sérigraphe;Liège;non;petit;actif;2026-05-21;11;262;31;"entreprises ; festivals";oui;oui;non;non
R1979;Studio Loire Brest;agence;Brest;non;petit;actif;2026-05-27;5;368;43;"clubs sportifs ; associations";oui;oui;non;non
R1980;Atelier des Volcans Angers;agence;Angers;non;moyen;actif;2026-05-18;14;721;83;"brasseries et bars ; clubs sportifs";oui;oui;non;non
R1981;Agence Granit Marseille;agence;Marseille;oui;petit;dormant;2025-10-04;240;172;15;"brasseries et bars ; entreprises";oui;oui;non;non
R1982;Atelier Granit Luxembourg;agence;Luxembourg;non;moyen;actif;2026-05-30;2;707;76;"associations ; entreprises";oui;non;non;non
R1983;Marquage Grand Angle Marseille;sérigraphe;Marseille;oui;petit;actif;2026-05-03;29;263;60;"associations ; collectivités";oui;non;non;non
R1984;Sérigraphie Vermeil Valence;sérigraphe;Valence;oui;grand;actif;2026-05-31;1;1452;201;"festivals ; brasseries et bars";oui;oui;non;oui
R1985;Collectif Estuaire Mulhouse;agence;Mulhouse;non;petit;dormant;2026-03-16;77;264;29;"collectivités ; festivals";non;oui;non;non
R1986;Marquage Bleu Marine La Rochelle;sérigraphe;La Rochelle;non;petit;actif;2026-05-25;7;248;53;"collectivités ; associations";oui;non;oui;non
R1987;Studio Granit Namur;sérigraphe;Namur;non;moyen;actif;2026-05-25;7;557;119;"brasseries et bars ; festivals";oui;oui;non;non
R1988;Studio Vertigo Turin;agence;Turin;oui;petit;actif;2026-05-28;4;423;52;"festivals ; brasseries et bars";oui;oui;non;non
R1989;Studio Tandem Béziers;agence;Béziers;non;moyen;dormant;2025-11-16;197;502;50;"festivals ; brasseries et bars";oui;oui;non;non
R1990;Collectif Nord Bruxelles;agence;Bruxelles;non;moyen;actif;2026-05-27;5;679;97;"clubs sportifs ; festivals";oui;oui;non;non
R1991;Imprim'Ricochet Reims;sérigraphe;Reims;non;petit;dormant;2025-11-01;212;360;14;"festivals ; clubs sportifs";oui;oui;non;non
R1992;Atelier Trait d'Union Metz;sérigraphe;Metz;non;moyen;actif;2026-05-28;4;638;76;"brasseries et bars ; associations";oui;oui;non;non
R1993;Agence Vermeil Liège;agence;Liège;non;petit;actif;2026-05-27;5;208;35;"collectivités ; brasseries et bars";oui;oui;non;non
R1994;Agence Amarante Troyes;agence;Troyes;non;moyen;dormant;2025-08-08;297;922;24;"associations ; festivals";oui;oui;non;non
R1995;Imprim'Sarment Valence;sérigraphe;Valence;oui;moyen;dormant;2025-12-04;179;831;37;"festivals ; collectivités";oui;oui;non;non
R1996;Imprim'Loire Vannes;sérigraphe;Vannes;non;grand;dormant;2025-07-06;330;1310;17;"collectivités ; clubs sportifs";oui;oui;non;non
R1997;Les Fils d'Deux Rives;brodeur;Besançon;non;petit;dormant;2025-11-16;197;345;20;"festivals ; brasseries et bars";oui;oui;non;non
R1998;Imprim'Mistral Saint-Étienne;sérigraphe;Saint-Étienne;oui;moyen;dormant;2025-09-01;273;592;17;"associations ; entreprises";oui;non;non;non
R1999;Impression Origami;imprimeur;Pau;non;petit;actif;2026-05-20;12;172;30;"entreprises ; festivals";oui;oui;non;non
R2000;Textiprint Lumière Namur;imprimeur;Namur;non;moyen;dormant;2026-01-18;134;461;51;"festivals ; associations";oui;oui;non;non
R2001;Agence Estuaire;agence;Saint-Étienne;oui;grand;dormant;2025-12-09;174;1358;74;"festivals ; brasseries et bars";oui;oui;non;oui
R2002;Marquage Quai Amiens;sérigraphe;Amiens;non;moyen;dormant;2025-10-28;216;488;44;"clubs sportifs ; associations";oui;oui;non;non
R2003;Studio Bleu Marine Quimper;agence;Quimper;non;petit;dormant;2025-08-05;300;171;7;"associations ; brasseries et bars";non;oui;non;non
R2004;Imprimerie Bleu Marine Saint-Étienne;imprimeur;Saint-Étienne;oui;petit;dormant;2026-03-10;83;407;31;"festivals ; entreprises";oui;oui;non;non
R2005;Atelier Loire Poitiers;brodeur;Poitiers;non;petit;dormant;2025-10-29;215;451;16;"entreprises ; festivals";oui;oui;non;non
R2006;Studio Boréal Strasbourg;agence;Strasbourg;non;petit;actif;2026-05-23;9;303;31;"clubs sportifs ; collectivités";oui;oui;non;non
R2007;Collectif Nord Bilbao;agence;Bilbao;non;petit;actif;2026-05-19;13;294;48;"festivals ; associations";oui;oui;non;non
R2008;Studio Bleu Marine Turin;agence;Turin;oui;petit;dormant;2026-03-01;92;242;28;"collectivités ; entreprises";oui;non;non;non
R2009;Agence Éclat Reims;agence;Reims;non;petit;actif;2026-05-30;2;246;38;"associations ; festivals";oui;oui;non;non
R2010;Imprimerie Ricochet;imprimeur;Lille;non;petit;actif;2026-05-30;2;293;49;"entreprises ; clubs sportifs";oui;oui;non;non
R2011;Imprimerie Trait d'Union Perpignan;imprimeur;Perpignan;non;petit;dormant;2025-07-25;311;396;8;"clubs sportifs ; brasseries et bars";oui;oui;non;non
R2012;Atelier Atlantique Chambéry;sérigraphe;Chambéry;oui;petit;actif;2026-05-25;7;316;47;"associations ; entreprises";oui;non;non;non
R2013;Studio Nord Bruxelles;sérigraphe;Bruxelles;non;petit;dormant;2025-08-31;274;257;9;"entreprises ; festivals";oui;oui;non;non
R2014;Print Granit;imprimeur;Nîmes;oui;petit;actif;2026-05-30;2;245;60;"festivals ; clubs sportifs";oui;oui;non;non
R2015;Brod'Vermeil Reims;brodeur;Reims;non;petit;actif;2026-05-18;14;401;36;"collectivités ; associations";oui;non;non;non
R2016;Les Fils d'Basalte Troyes;brodeur;Troyes;non;petit;dormant;2025-11-04;209;414;16;"brasseries et bars ; associations";oui;oui;non;non
R2017;Imprim'Éclat Toulouse;sérigraphe;Toulouse;non;moyen;dormant;2025-10-04;240;494;34;"entreprises ; festivals";oui;oui;non;non
R2018;Atelier Pixel Arras;brodeur;Arras;non;moyen;dormant;2025-09-15;259;722;23;"brasseries et bars ; clubs sportifs";oui;oui;oui;non
R2019;Atelier Origami Le Mans;agence;Le Mans;non;petit;dormant;2025-06-30;336;346;5;"associations ; entreprises";oui;non;non;non
R2020;Studio Atlantique Lille;agence;Lille;non;petit;actif;2026-05-28;4;161;47;"associations ; entreprises";oui;non;non;non
R2021;Marquage Pixel Tours;sérigraphe;Tours;non;grand;dormant;2025-12-07;176;1205;110;"brasseries et bars ; festivals";oui;oui;non;oui
R2022;Atelier Éclat Poitiers;sérigraphe;Poitiers;non;petit;actif;2026-05-28;4;160;50;"clubs sportifs ; entreprises";oui;oui;non;non
R2023;Séri'Garonne Reims;sérigraphe;Reims;non;petit;actif;2026-05-30;2;174;45;"collectivités ; entreprises";oui;non;non;non
R2024;Les Fils d'Rhône;brodeur;Saint-Étienne;oui;moyen;actif;2026-05-29;3;636;110;"associations ; entreprises";oui;non;non;non
R2025;Atelier Ubac Turin;agence;Turin;oui;petit;actif;2026-05-14;18;396;40;"collectivités ; clubs sportifs";oui;oui;non;non
R2026;Maison Rhône Strasbourg;brodeur;Strasbourg;non;petit;dormant;2025-11-14;199;178;21;"brasseries et bars ; clubs sportifs";oui;oui;non;non
R2027;Studio Rhône Dijon;sérigraphe;Dijon;non;moyen;actif;2026-05-23;9;741;104;"collectivités ; associations";oui;non;non;non
R2028;Brod'Alizé;brodeur;Bordeaux;non;petit;dormant;2025-11-11;202;166;24;"clubs sportifs ; entreprises";oui;oui;non;non
